,text,trinary result
1965,"     I used the source as you did not believe that Britain shot down Egyptian planes. I never attacked my source, I attacked yours.",-1
1966,"It is down to the fact that having them and not using them is a point of view some countries leaders may find hard to do.  In fact I think that you will find that most nukes were developed not as an attack weapon, but more as a deterent. After the world saw the effects of WW2 bombs in japan, people realised how evastating the effects then and now can be.   Listening to this leader of Iran, who talks about wiping isreal off the mapp of the M/E. Or his speeches that make out he is the communing with his god and feels he is a vessel when speaking to his people.  ",-1
1967,"and apparently they like living in Israel (since they have done for 30 years)  <a href=""http://www.telegraph.co.uk/news/main.jhtml?xml=/news/2006/06/02/whamas02.xml&amp;sSheet=/news/2006/06/02/ixnews.html"">www.telegraph.co.uk/...</a>  (We shouldn't be denied the opportunity to debate this because the original post was removed for cut &amp; paste).  And amazing thing is this:-     So, members of Haniyeh's family have been serving in the IDF and defending their fellow Israeli citizens from Hamas.  Someone please explain ""Racist Apartheid Israel"" in the context of Muslim Arab's, related to Palestinians are also Israeli citizens.  Kinda makes that statementr hilarious!  ",1
1968,And Christian world.,0
1969,"I might nip down the east lancs for a wander.  I hope they aren't turning L'pool into another identikit city, where pension funds buy up land and build monotonous structures.  I quite liked the old tatty L'pool.  Post industrial Manchester is on the cusp of being characterful to looking like anywhere else. ",1
1970,"     gizelle, Muslims arenÂ´t anti-Semitic,as they are 50% Semitic due to Abraham and Hagar. But we Muslims are against the Zionists who are occupying the Palestinian W.Bank and E.Jerusalem. The moon is OURS.  We permit you to visit it and even live on it as good half brothers!",1
1971,"     Well, we shall soon see, because the end of the second quarter is fast approaching, and how, may I ask, do you think the UK is going to continue financing its horrendous deficits on current account? By printing money? by hoping and praying? Or more likely, by hiking interest rates to attract further short-term foreign capital, at the expense yet again of what's left of domestic industry....???",-1
1972,"  <blockquote class=""quoteFirst"">  <blockquote>  <blockquote>  <div class=""extraquotes2"">  Was it my post?",-1
1973,"The difference between the Turkish situation and the Nazi Holocaust is that the ideology and administration in Germany was removed by WW2 and prosecuted providing eventually for a measure of closure for Germany and a separation of the modern federal republic from that era.  However in Turkey, the Young Turk revolution was central to the nationalist rather than religious nature of the Armenian Genocide and even after the governments takeover by Ataturk massacres continued.   The Genocide is intertwined with the birth of the modern Turkish State and not something that can be ""blamed"" on the old Ottoman authorities.  Therefore recognition of the Genocide imperils modern Turkey in a way which neither Germany or even Japan have had to deal with.   Add to this the treatment of the Kurds by the Turkish goverment all makes this a modern issue and not a historical one.  ",-1
1974,"Apparently so reluctant to share background information?  I donâ€™t divide this boardâ€™s members into `Anti Jews, anti Muslims, anti US or anti Europeans.  I do divide it into sincere posters and WUMâ€™s but beyond that I tend to divide it into those with and without a sense of humour and, for the purpose of this post, into those who I `knowâ€?and donâ€™t know.  I find that background information, particularly the sharing of it, makes posters more `realâ€?and I tend to debate with these `real' board members much as I would with colleagues over dinner or down the pub â€?whether we agree or strongly disagree is irrelevant.  Do you have similar perspectives or do you think that what posters say and how they say it is more important than `who or what they areâ€?  J  PS I appreciate this is hardly `World Newsâ€?, except to say I also believe that discussions between world leaders are also influenced by `personal chemistryâ€?intangibles as much as by the various other key factors. ",1
